"ISF Digital Object Identifier"|"Photograph Identification Number"|"Thumbnail Header"|"Photo Descriptive Title"|"Photograph Description"|"Ancient Text Represented "|"ISF Assigned Text Number"|"Text Division"|"Text Sub-Division"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Type of Item Catalogued"|"Photo Text or Publication Number Note"|"Date of Photograph"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Is Part Of WSR Project"|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number Note"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Photo Dimensions"|"Magnification Code"|"Film Type Code"|"Date of Digital Conversion"|"Digital Object Format"|"Archival File Size"|"Archival File Resolution"|"Compressed Format Extension"|"Compression Ratio"|"Compression Routine"|"Digital Object Type Note"|"Digitization Equipment Specs"|"Rights Digital Object"|"Rights Photograph"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"ISF Find Site"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"
"ISF_DO_01791"|"BS_USCSTAND_O1_T"|"Slng Woman 2  c"|"129 Slng Woman Standing Obv color"|"129 Sealing, Woman Standing Obverse color"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01792"|"BS_USCSTAND_O1_E"|"Slng Woman 2  cn"|"129 Slng Woman Standing Obv col neg"|"129 Sealing, Woman Standing Obverse color negative"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01793"|"BS_USCSTAND_O1_X"|"Slng Woman 2  bw"|"129 Slng Woman Standing Obv b&w lc"|"129 Sealing, Woman Standing Obverse black and white low contrast"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01794"|"BS_USCSTAND_O1_P"|"Slng Woman 2  bw2"|"129 Slng Woman Standing Obv b&w hc"|"129 Sealing, Woman Standing Obverse black and white high contrast"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01795"|"BS_USCSTAND_O2_T"|"Slng Woman 2b c"|"130 Slng Woman Standing Obv color"|"130 Sealing, Woman Standing Obverse color"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01796"|"BS_USCSTAND_O2_E"|"Slng Woman 2b cn"|"130 Slng Woman Standing Obv col neg"|"130 Sealing, Woman Standing Obverse color negative"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01797"|"BS_USCSTAND_O2_X"|"Slng Woman 2b bw"|"130 Slng Woman Standing Obv b&w lc"|"130 Sealing, Woman Standing Obverse black and white low contrast"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01798"|"BS_USCSTAND_O2_P"|"Slng Woman 2b bw2"|"130 Slng Woman Standing Obv b&w hc"|"130 Sealing, Woman Standing Obverse black and white high contrast"|"ISF_TXT_00491"|"ISF_TXT_00491"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01799"|"BS_USCCURL_O_T"|"Slng Curls Obv c"|"131 Slng Head Curls Obv color"|"131 Sealing, Head with Curls Obverse color"|"ISF_TXT_00492"|"ISF_TXT_00492"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01800"|"BS_USCCURL_O_E"|"Slng Curls Obv cn"|"131 Slng Head Curls Obv col neg"|"131 Sealing, Head with Curls Obverse color negative"|"ISF_TXT_00492"|"ISF_TXT_00492"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01801"|"BS_USCCURL_O_X"|"Slng Curls Obv bw"|"131 Slng Head Curls Obv b&w lc"|"131 Sealing, Head with Curls Obverse black and white low contrast"|"ISF_TXT_00492"|"ISF_TXT_00492"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01802"|"BS_USCCURL_O_P"|"Slng Curls Obv bw2"|"131 Slng Head Curls Obv b&w hc"|"131 Sealing, Head with Curls Obverse black and white high contrast"|"ISF_TXT_00492"|"ISF_TXT_00492"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01803"|"BS_USCCURLS_O_T"|"Slng Curls 2 Obv c"|"132 Slng Head Stylized Curls Obv color"|"132 Sealing, Head with Stylized Curls Obverse color"|"ISF_TXT_00493"|"ISF_TXT_00493"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01804"|"BS_USCCURLS_O_E"|"Slng Curls 2 Obv cn"|"132 Slng Head Stylized Curls Obv col neg"|"132 Sealing, Head with Stylized Curls Obverse color negative"|"ISF_TXT_00493"|"ISF_TXT_00493"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01805"|"BS_USCCURLS_O_X"|"Slng Curls 2 Obv bw"|"132 Slng Head Stylized Curls Obv b&w lc"|"132 Sealing, Head with Stylized Curls Obverse black and white low contrast"|"ISF_TXT_00493"|"ISF_TXT_00493"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01806"|"BS_USCCURLS_O_P"|"Slng Curls 2 Obv bw2"|"132 Slng Head Stylized Curls Obv b&w hc"|"132 Sealing, Head with Stylized Curls Obverse black and white high contrast"|"ISF_TXT_00493"|"ISF_TXT_00493"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01807"|"BS_USCHDRSS_O_T"|"Slng Hddress Obv c"|"133 Slng Head Headdress Obv color"|"133 Sealing, Head with Antique Headdress Obverse color"|"ISF_TXT_00494"|"ISF_TXT_00494"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01808"|"BS_USCHDRSS_O_E"|"Slng Hddress Obv cn"|"133 Slng Head Headdress Obv col neg"|"133 Sealing, Head with Antique Headdress Obverse color negative"|"ISF_TXT_00494"|"ISF_TXT_00494"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01809"|"BS_USCHDRSS_O_X"|"Slng Hddress Obv bw"|"133 Slng Head Headdress Obv b&w lc"|"133 Sealing, Head with Antique Headdress Obverse black and white low contrast"|"ISF_TXT_00494"|"ISF_TXT_00494"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01810"|"BS_USCHDRSS_O_P"|"Slng Hddress Obv bw2"|"133 Slng Head Headdress Obv b&w hc"|"133 Sealing, Head with Antique Headdress Obverse black and white high contrast"|"ISF_TXT_00494"|"ISF_TXT_00494"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01811"|"BS_USCTROJAN_O1_T"|"Slng Trojan Obv c"|"134 Slng Trojan Head Obv color"|"134 Sealing, Trojan Head Obverse color"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01812"|"BS_USCTROJAN_O1_E"|"Slng Trojan Obv cn"|"134 Slng Trojan Head Obv col neg"|"134 Sealing, Trojan Head Obverse color negative"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01813"|"BS_USCTROJAN_O1_X"|"Slng Trojan Obv bw"|"134 Slng Trojan Head Obv b&w lc"|"134 Sealing, Trojan Head Obverse black and white low contrast"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01814"|"BS_USCTROJAN_O1_P"|"Slng Trojan Obv bw2"|"134 Slng Trojan Head Obv b&w hc"|"134 Sealing, Trojan Head Obverse black and white high contrast"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01815"|"BS_USCTROJAN_O2_T"|"Slng Trojan Obv2 c"|"135 Slng Trojan Head Obv color"|"135 Sealing, Trojan Head Obverse color"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01816"|"BS_USCTROJAN_O2_E"|"Slng Trojan Obv2 cn"|"135 Slng Trojan Head Obv col neg"|"135 Sealing, Trojan Head Obverse color negative"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01817"|"BS_USCTROJAN_O2_X"|"Slng Trojan Obv2 bw"|"135 Slng Trojan Head Obv b&w lc"|"135 Sealing, Trojan Head Obverse black and white low contrast"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01818"|"BS_USCTROJAN_O2_P"|"Slng Trojan Obv2 bw2"|"135 Slng Trojan Head Obv b&w hc"|"135 Sealing, Trojan Head Obverse black and white high contrast"|"ISF_TXT_00495"|"ISF_TXT_00495"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01819"|"BS_USCPRFL_O_T"|"Slng Profile Obv c"|"136 Slng Rt Facing Profile Obv color"|"136 Sealing, Right Facing Profile Obverse color"|"ISF_TXT_00496"|"ISF_TXT_00496"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01820"|"BS_USCPRFL_O_E"|"Slng Profile Obv cn"|"136 Slng Rt Facing Profile Obv col neg"|"136 Sealing, Right Facing Profile Obverse color negative"|"ISF_TXT_00496"|"ISF_TXT_00496"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|2|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01821"|"BS_USCPRFL_O_X"|"Slng Profile Obv bw"|"136 Slng Rt Facing Profile Obv b&w lc"|"136 Sealing, Right Facing Profile Obverse black and white low contrast"|"ISF_TXT_00496"|"ISF_TXT_00496"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|5|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01822"|"BS_USCPRFL_O_P"|"Slng Profile Obv bw2"|"136 Slng Rt Facing Profile Obv b&w hc"|"136 Sealing, Right Facing Profile Obverse black and white high contrast"|"ISF_TXT_00496"|"ISF_TXT_00496"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|"Amanda Wroblewski"||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|4|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|||||||||||||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
"ISF_DO_01823"|"CN_USCVESP_O_T"|"Caesr Vesp Coin O c"|"019 Caesar Vespasian Coin Obv color"|"019 Caesar Vespasian Coin, Judea Capta Obverse color"|"ISF_TXT_00497"|"ISF_TXT_00497"|||||||||||||"Image"||01-01-1999|"Bruce Zuckerman"|||||"University of Southern California Archaeological Research Collection"|||||||||||||||||||||||||||||||||||||"4x5"|1|1|30-09-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Latin"|"Latin"||||||||"Latin"|"Latin"||||"Unprovenanced"|"Syro-Palestinian"|"Roman"|
