"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00606"|||||4||||||"Steatite Scarab w/brown glaze; wear visible at top opening of boring hole; bored lengthwise"|"L: 1.75cm; H: .79cm; W: 1.64cm"||"LM# 86.313.14"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab "||||||||||"Text"|"Ancient Text"|"Steatite"|"Salitis, great god"|"sxa-n-ra, nTr nfr"|||||"Horizontal down the center of the scarab's base is inscribed nTr nfr (the great god), sxa-n-ra (Salitis)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Second Intermediate"||"1648-1540 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Salitis"|"Second Intermediate"|"Hyksos"|"LM# 86.313.14"|"86.313.14"||||||||||||||||
"ISF_TXT_00607"|||||4||||||"Steatite Scarab w/green glaze; bored lengthwise; legs w/herringbone design"|"L: 1.46cm; H: .71cm; W: 1.05cm"||"LM# 86.313.2"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"King's Son"|"nsw sA..."|||||"Hieroglyphs surrounded by scroll design; upper glyphs are nsw sA (king's son); remaining glyphs untranslated."|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"King's Son"|"LM# 86.313.2"|"86.313.2"||||||||||||||||||
"ISF_TXT_00608"|||||"4"||||||"Steatite Scarab w/brown discoloration; bored lenthwise; leg hairs indicated w/inscribes lines on legs"|"L: 1.98cm; H: .87cm; W: 1.32cm"||"LM# 86.313.15"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Names Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Intef V"|"nbw-xpr-ra, nfr anx"|||||"nbw on bottom, xpr above--kings name (nbw-xpr-ra); flanking are nfr (good), anx (life) and sw (King of upper Egypt--Theban king)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Second Intermediate"||"1648-1540 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Intef V"|"Second Intermediate"|"Theban King"|"Hyksos"|"LM# 86.313.15"|"nbw-xpr-ra"|"86.313.15"||||||||||||||
"ISF_TXT_00609"|||||4||||||"Steatite Scarab w/turquoise glaze; bored lenthwise; a hole in the head filled with blue debris; evidence of wear across pronotum"|"L: 2.32cm; H: .96cm; W: 2.09cm"||"LM# 86.313.12"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab "||||||||||"Text"|"Ancient Text"|"Steatite"|"Sheshi, given life, great god, living god"|"MAa-jb-ra, Dj anx, nTr nfr, nTr anx "|||||"Right and left registers--nTr anx (living god); middle register bottom--nTr nfr, mAa-jb-ra, Di-anx (the good god, Sheshi, given life)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Second Intermediate"||"1648-1540 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Sheshi"|"Second Intermediate"|"Hyksos"|"LM# 86.313.12"|"86.313.12"||||||||||||||||
"ISF_TXT_00610"|||||4||||||"Steatite Scarab w/dark green glaze; undercooked and soft where inscribed which may indicate questionable authenticity; bored lengthwise"|"L: 2.46cm; H: 1.14cm; W: 1.68cm"||"LM# 86.313.9"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Neferhotep, great god, born of the royal mother Kemi"|"nfr-Htp, nTr nfr, msj n nsw mwt Kmj"|||||"Above is nTr nfr (good god); across is msj n nsw mwt Kmj (born of the royal mother Kemi); inside is nfr-Htp, the kings name"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Middle Kingdom"||"2033-1648 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Neferhotep"|"Middle Kingdom"|"13th Dynasty"|"LM# 86.313.9"|"86.313.9"||||||||||||||||
"ISF_TXT_00611"|||||"4"||||||"Steatite Scarab w/dark green glaze"|"L: 1.75cm; H: .77cm; W: 1.24cm"||"LM# 86.313.7"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Administrative Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Perimwat, Overseer of the Seals"|"Prj-m-wAHt, jmi-ra sDAwt"|||||"The base reads from top to bottom: jmj-ra sDAwt (0verseer of the Seals), prj-m-wAHt."|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Administrative"|"Perimwat"|"Overseer of the Seals"|"LM# 86.313.7"|"86.313.7"|||||||||||||||||
"ISF_TXT_00612"|||||4||||||"Steatite Scarab w/ brown glaze evident on engraving; evidence of wear on middle back; bored lengthwise"|||"LM# 86.313.11"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Administrative Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Har, Royal Seal Bearer and Overseer of the Seals"|"HAr, sDAwtj bjtj, jmj-ra sDAwt"|||||"On base, the name Har; Next comes sDAwtj bjtj (royal seal bearer) and below is jmj-ra sDAwt (overseer of seals)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Administrative"|"Har"|"Overseer of the Seals"|"Royal Seal Bearer"|"LM# 86.313.11"|"86.313.11"||||||||||||||||
"ISF_TXT_00613"|||||4||||||"Steatite Scarab w/dark green glaze; hair indicated on legs"|"L: 2.49cm; H: 1.09cm; W: 1.66cm"||"LM# 86.313.8"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Administrative Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Chenew, Deputy of the Overseer of Seals"|"Tnw, jdnw n jmj-ra sDAwt"|||||"Written in two horizontal columns is the name Tnw with the other being jdnw n jmj-ra sDAwt (deputy of the overseer of seals)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Administrative"|"Chenew"|"Tnw"|"Deputy of the Overseer of Seals"|"LM# 86.313.8"|"86.313.8"||||||||||||||||
"ISF_TXT_00614"|||||"4"||||||"Steatite Scarab w/brown glaze evident on engraving"|"L: 1.41cm; H: .57cm: W: 1.0cm"||"LM# 86.313.6"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Monthemsaf, King of Upper and Lower Egypt"|"Dd-anx-ra, n-sw bjt, nb"|||||"n-sw bjt (King of Upper and Lower Egypt) on upper portion; king's name Dd-anx-[ra] is below and all is written over nb (lord) sign"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Second Intermediate"||"1648-1540 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Monthemsaf"|"Dd-anx-ra"|"13th Dynasty"|"Second Intermediate"|"LM# 86.313.6"|"86.313.6"|||||||||||||||
"ISF_TXT_00615"|||||4||||||"Steatite Scarab w/green glaze"|"L: 1.65cm; H: .73cm; W: 1.17cm"||"LM# 86.313.43"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Protection of Mut and Taweret"|"Mwt, tAwrt, sA"|||||"Signs for goddess Mut (mwt) and Taweret (tAwrt); protection (sA) sought by the scarab holder/owner"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Protection"|"Taweret"|"Mut"|"LM# 86.313.43"|"86.313.43"|||||||||||||||||
"ISF_TXT_00616"|||||4||||||"Composite/Faience Scarab w/ green glaze; bored lengthwise, glaze on the base inscription makes an impression difficult to read"|"L: 2.21cm; H: 1.04cm; W: 1.66cm"||"LM# 86.313.32"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Protection Scarab"|"Dj, smA, wDA.t, nfr.w"|||||"Miscellaneous signs for general protection of the divine are inscribed on the base."|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Miscellaneous Hieroglyphs"|"Royal"|"LM# 86.313.32"|"86.313.32"||||||||||||||||||
"ISF_TXT_00617"|||||"4"||||||"Steatite Scarab w/ green glaze evident on engraving; stoke lines on legs; bored lengthwise"|||"LM# 86.313.3"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Royal Named Scarab"||||||||||"Text"|"Ancient Text"|"Steatite"|"Kingship Scarab"|"n-sw bjt, sA, wDA.t, tA, nb "|||||"Miscellaneous signs for kingship (n-sw bjt), possibly the son of the king (sA) and protection (wDAt)"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"King's Son"|"LM# 86.313.3"|"86.313.3"||||||||||||||||||
"ISF_TXT_00618"|||||4||||||"Steatite w/dark turquoise glaze"|"L: 1.42cm; H: .66cm; W: 1.08cm"||"LM# 86.313.37"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Design Scarab"||||||||||"Text"|"Ancient Object"|"Steatite"|"Glyptic Scarab Seal"||||||"Two stylized clumps of papyrus flank a cartouche which contains 3 dots.  "|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"86.313.37"|||||||||||||||||||||
"ISF_TXT_00619"|||||4||||||"Steatite w/green glaze"|"L: 1.48cm; H: .58cm; W: 1.07cm"||"LM#50.4.7(14-18/18)"|"LM#50.A.784/18"||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Design Scarab"||||||||||"Glyptic"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"A stylized scroll/floral pattern surround two-thirds of the scarab.  There is possibly a stylized Hathor at the top of the scarab"|"Donated to the Los Angeles County Museum of Art by the Hearst Foundation "||||||||||||"Non-Text"|"Non-Text"|||||||||"Non-Text"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"LM#50.4.7(14-18/18)"|"LM#50.A.784/18"|"Floral"|"Hathor"|"Scroll"|"50.4.7(14-18/18)"|"50.A.784/18"|||||||||||||||
"ISF_TXT_00620"|||||"4"||||||"Steatite - dark; bored lenghtwise"|"L: 1.68cm; H: .66cm; W: 1.20cm"||"LM# 86.313.38"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Glyptic"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"Kings figure poised to shoot bow; behind king is quiver.  Protection scarab for power/protection of king as hunter/warrior?"|"Gifted to the Los Angeles County Museum of Art by Ruth Greenberg"||||||||||||"Non-Text"|"Non-Text"|||||||||"Non-Text"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Archer"|"LM# 86.313.38"|"86.313.38"||||||||||||||||||
"ISF_TXT_00621"|||||4||||||"Steatite - no glaze"|"L: 1.75cm; H: .89cm; W: 1.30cm"||"LM# 69.91.234"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Text"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"A king headed griffin or scropion is depicted on this scarab's base accompanied by a nfr sign."|"Donated to the Los Angeles County Museum of Art by Hyatt Robert Von Dehn"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Royal"|"Griffin"|"Scorpion"|"LM# 69.91.234"|"69.91.234"|||||||||||||||||
"ISF_TXT_00622"|||||4||||||"Steatite - no glaze"|"L: 1.60cm; H: .75cm; W: 1.14cm"||"LM# 69.91.240"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Text"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"Upper--sphinx/griffin with sun disk; below--sun disk and nfr sign; kneeling person holding ?, 3(?) papyrus plants on top of head"|"Donated to the Los Angeles County Museum of Art by Hyatt Robert Von Dehn"||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"|"Third Intermediate"||"1069-664 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Protection"|"Sphinx"|"Griffin"|"LM# 69.91.240"|"Third Intermediate"|"69.91.240"||||||||||||||||
"ISF_TXT_00623"|||||"4"||||||"Steatite scarab with green glaze"|"L: 1.11cm; H: .77cm; W: 1.20cm"||"LM# 50.4.7(15-18/18)"|"LM# 50.4.7-15"||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Protection Scarab"||||||||||"Glyptic"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"A female kneeling with hatched skirt holding a stylized plant - possibly a palm leaf.  Probably of Syro-Palestinia origin."|"Donated to the Los Angeles County Museum of Art by the Hearst Foundation "||||||||||||"Non-Text"|"Non-Text"|||||||||"Non-Text"||||"Egyptian"|"Second Intermediate"||"1648-1540 BCE"|"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Protection"|"Palestinian"|"Palm leaf"|"LM# 50.4.7(15-18/18)"|"Palestine"|"Second Intermediate"|"50.4.7(15-18/18)"|"50.4.7-15"||||||||||||||
"ISF_TXT_00624"|||||4||||||"Composite/Faience Scarab w/green glaze; button seal"|"L: 1.07cm; H: .94cm; W: 1.07cm"||"LM# 50.4.4(4-10/10)"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Button Seal"||||||||||"Text"|"Ancient Object"|"Steatite"|"Geb"|"gb"|||||"Geb-goose (see Gardiner sign G38) invoking the power in the earth - that of resurrection and rebirth."|"Donated to the Los Angeles County Museum of Art by the Hearst Foundation "||||||||||||"Hieroglyphs"|"Hieroglyphs"||||||||"Egyptian"|"Egyptian"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Button Seal"|"Amulet"|"Protection"|"Geb"|"Goose"|"LM# 50.4.4(4-10/10)"|"50.4.4(4-10/10)"|||||||||||||||||
"ISF_TXT_00625"|||||4||||||"Steatite w/green glaze; bored lenghwise and chipped at head area around hole; are two holes bored widthwise through the bottom legs and the back upper legs"|"L: 1.88cm; H: .85cm; W: 1.39cm"||"LM# 50.4.7(11-18/18)"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|||||||||||"Glyptic"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"A monkey with and stylized ankh sign.  This scarab is probably of modern origin."|"Donated to the Los Angeles County Museum of Art by the Hearst Foundation "||||||||||||"Non-Text"|"Non-Text"|||||||||"Non-Text"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Fake"|"Forgery"|"LM# 50.4.7(11-18/18)"|"Modern"|"50.4.7(11-18/18)"|||||||||||||||||||
"ISF_TXT_00626"|||||"4"||||||"Steatite w/worn blue glaze; bored lenthwise"|"L: 1.57cm; H: .70cm; W: 1.11cm"||"LM#86.313.34"|||||||||||||||||||||||||||||||||||"Scarab Amulet/Seal from Ancient Egypt"|"Design Scarab"||||||||||"Glyptic"|"Ancient Object"|"Steatite"|"Glyptic scarab seal"||||||"A scroll design covers the entire scarab's base.  See OBO 13, Tell-el Agul #442 and #446 for parallels.  "|"Donated to the Los Angeles County Museum of Art by the Hearst Foundation "||||||||||||"Non-Text"|"Non-Text"|||||||||"Non-Text"||||"Egyptian"||||"Unknown"||"Unprovenanced"||"Egypt"||"Los Angeles County Museum of Art, California, USA"||||||"Los Angeles County Museum of Art, California, USA"|||||"Egypt"|"Scarab"|"Seal"|"Amulet"|"Design"|"scroll"|"Syria"|"Palestine"|"Syro-Palestinian"|"LM#86.313.34"|"86.313.34"|||||||||||||||
"ISF_TXT_00695"|||||4||||||"Coin, silver, round, 1.6 cm"||||||||||||||||||||||||||||||||||||||"Numismatic Inscriptions"|"Greek Numismatic Inscriptions"||||||||||"Text"|"Ancient Text"|"Metal"|"Drachma of Menander"||||||"Drachma of Menander"|"unprovenanced"||||||||||||"Greek"|"Greek"||||||||"Greek"|"Greek"||||"Syro-Palestinian"|"Hellenistic"|"Roman"|"160-45 BCE"|"Bactria"||"Unprovenanced"||||"Private Collection"||||||"Private Collector"|||||"drachma"|"Menander"|"Greek"|"Hellenistic"|"Roman"|||||||||||||||||||||
"ISF_TXT_00696"|||||4||||||"Coin, flattened on one side, cracks and notches in edges; 1.9 cm x 1.6 cm"||||||||||||||||||||||||||||||||||||||"Numismatic Inscriptions"|"Other Numismatic Inscriptions"||||||||||"Glyptic"|"Ancient Object"|"Metal"|"Philistia-Arabian coin, Persian"||||||"Philistia-Arabian coin, Persian"|"unprovenanced"|||||||||||||"Non-Text"|||||||||"Non-Text"||||"Syro-Palestinian"|"Persian"|||||"Unprovenanced"||||"S. Moussaieff Collection"||||||"S. Moussaieff"|||||"coin"|"Persian"|"Arabian"|"Philistia"||||||||||||||||||||||
"ISF_TXT_00697"|||||4||||||"Coin, bronze? 2.16 cm x 1.7 cm"||||||||||||||||||||||||||||||||||||||"Numismatic Inscriptions"|"Roman Numismatic Inscriptions"||||||||||"Text"|"Ancient Text"|"Metal"|"Coin with Augustus"||||||"Coin with Augustus"|"unprovenanced"||||||||||||"Latin"|"Latin"||||||||"Latin"|"Latin"||||"Syro-Palestinian"|"Roman"|||||"Unprovenanced"||||"S. Moussaieff Collection"||||||"S. Moussaieff"|||||"coin"|"Augustus"|"Latin"|"Roman"||||||||||||||||||||||
"ISF_TXT_00698"|||||4||||||"Blue gray, 2.65 cm x 2.57 cm"||||||||||||||||||||||||||||||||||||||"Inscribed Objects, Miscellaneous"|"Non-Northwest Semitic Inscriptions"||||||||||"Text"|"Ancient Text"|"Unknown"|"""Button"" with inscription"||||||"""Button"" with inscription"|"unprovenanced"||||||||||||"Unknown"|"Unknown"||||||||"Unknown"|"Unknown"||||"Syro-Palestinian"||||||"Unprovenanced"||||"Private Collection"||||||"Private Collector"|||||"button"|||||||||||||||||||||||||
"ISF_TXT_00699"|||||4||||||"Filigree gold band and bezel shaped with 8 points, stone inset; bezel 1.7 cmdiameter, 1.2 cm wide band"||||||||||||||||||||||||||||||||||||||"Inscribed Objects, Miscellaneous"|"Non-Northwest Semitic Inscriptions"||||||||||"Text"|"Ancient Text"|"Metal"|"Islamic intaglio on gold ring"||||||"Islamic intaglio on gold ring"|"unprovenanced"||||||||||||"Unknown"|"Unknown"||||||||"Unknown"|"Unknown"||||"Syro-Palestinian"|"Early Islamic"|||||"Unprovenanced"||||"S. Moussaieff Collection"||||||"S. Moussaieff"|||||"intaglio"|"gold"|"Islamic"|||||||||||||||||||||||
"ISF_TXT_00700"|||||4||||||"Gold plaque, 1.1 cm x 1, rectangular"||||||||||||||||||||||||||||||||||||||"Inscribed Objects, Miscellaneous"|"Non-Northwest Semitic Inscriptions"||||||||||"Text"|"Ancient Text"|"Gold"|"Gold numerological plaque"||||||"Gold numerological plaque"|"unprovenanced"||||||||||||"Unknown"|"Unknown"||||||||"Unknown"|"Unknown"||||"Syro-Palestinian"||||||"Unprovenanced"||||"S. Moussaieff Collection"||||||"S. Moussaieff"|||||"gold"|"numerology"|"plaque"|||||||||||||||||||||||
